neid	neID	hit	queries	gene	product	genome	contig	locus_tag	start_ext	end_ext	length_ext	starto_ext	endo_ext	lengtho_ext	strands	archMEM	archPF	archIPR	archMEM_ext	archPF_ext	archIPR_ext	length	pfams	tax_id	superkingdom	phylum	class	order	family	genus	species	curated	ARCH	LARCH	char
2	WP_249593692.1:GCF_023502945.1:2	WP_249593692.1	PF14449.11	NA	ribonuclease YeeF family protein	GCF_023502945.1	NZ_JAMBMP010000001.1	M9A56_RS01160	220118	215603	4516	226	220	7	-------	PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|mobidb-lite	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PF16888|Coil|Coil|PF17279|Coil|PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|mobidb-lite|PF14434	PF16888|PF17279|PF04740|PF14449|PF14434	IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR025674	660	PF00144|PF00293|PF00378|PF00441|PF00561|PF00857|PF01039|PF01471|PF01497|PF01614|PF02515|PF02540|PF02770|PF04095|PF04634|PF04740|PF05036|PF07228|PF09339|PF09992|PF13539|PF14434|PF14449|PF16888|PF17279|PF17767|PF17956|PF18158|PF19368	450367	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus frigoritolerans	19	IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR025674	6	篢딏ᫎ쩙沶摫
1	WP_249775490.1:GCF_023515935.1:1	WP_249775490.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023515935.1	NZ_CP097314.1	M2M59_RS03125	651153	646163	4991	585	579	7	--++---	PF14449	PF14449	IPR027797	G3DSA:3.40.640.10|PF00155|cd00609|G3DSA:3.90.1150.10|SSF53383|PR00035|PR00035|SM00345|PF00392|cd07377|PS50949|PTHR46577|SSF46785|G3DSA:1.10.10.10|PS00844|G3DSA:3.30.470.20:FF:000074|G3DSA:3.30.1490.20|PF07478|PS50975|G3DSA:3.30.470.20|SSF56059|PS00843|PF01820|PIRSF039102|TIGR01205|PTHR23132|NF002378|MF_00047|G3DSA:3.40.50.20:FF:000031|G3DSA:3.40.50.20|SSF52440|PIRSF039102|Coil|PF14449|cd02440|PF13649|PTHR43861|G3DSA:3.40.50.150|SSF53335|MF_02100|PR01487|PR01487|PR01487|PR01487|PR01487|PF02664|MF_00091|PIRSF006160|PTHR35799|SSF63411|G3DSA:3.30.1360.80|NF002604|G3DSA:3.40.50.1100:FF:000118|G3DSA:3.40.50.1100|G3DSA:3.40.50.1100:FF:000016|PS00901|cd01561|G3DSA:3.40.50.1100|PF00291|PTHR10314|SSF53686	PF00155|PF00392|PF07478|PF01820|PF14449|PF13649|PF02664|PF00291	IPR015421|IPR004839|IPR015422|IPR015424|IPR000524|IPR051446|IPR036390|IPR036388|IPR013815|IPR011095|IPR011761|IPR000291|IPR011127|IPR016185|IPR005905|IPR027797|IPR041698|IPR029063|IPR023553|IPR011249|IPR003815|IPR037005|IPR001216|IPR001926|IPR050214|IPR036052	540	PF00005|PF00107|PF00126|PF00155|PF00291|PF00300|PF00324|PF00326|PF00392|PF00440|PF00460|PF00563|PF00583|PF00669|PF00700|PF00903|PF00989|PF00990|PF01047|PF01053|PF01068|PF01580|PF01636|PF01820|PF02245|PF02599|PF02623|PF02630|PF02664|PF03301|PF03466|PF05130|PF06013|PF06429|PF07478|PF07676|PF07690|PF08240|PF09295|PF10067|PF10140|PF10661|PF12698|PF13302|PF13649|PF14434|PF14449|PF16887|PF17118|PF20074|PF21686|PF22580|PF22638	2939494	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Rummeliibacillus	Rummeliibacillus sp. G93	1	IPR015421|IPR004839|IPR015422|IPR015424|IPR000524|IPR051446|IPR036390|IPR036388|IPR013815|IPR011095|IPR011761|IPR000291|IPR011127|IPR016185|IPR005905|IPR027797|IPR041698|IPR029063|IPR023553|IPR011249|IPR003815|IPR037005|IPR001216|IPR001926|IPR050214|IPR036052	26	㱞ገ㱟㱡ȭ줗蹇蹅㘘⭸⸒ń⮘㽚ᜲ沶ꌃ熨尢Ⱂ༈邮ӡާ쑇賵
2	WP_249774456.1:GCF_023515935.1:2	WP_249774456.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023515935.1	NZ_CP097314.1	M2M59_RS09600	1915785	1912560	3226	1872	1866	7	-------	Coil	NA	NA	PF06013|Coil|PF16887|Coil	PF06013|PF16887	IPR010310|IPR031682	376	PF00005|PF00107|PF00126|PF00155|PF00291|PF00300|PF00324|PF00326|PF00392|PF00440|PF00460|PF00563|PF00583|PF00669|PF00700|PF00903|PF00989|PF00990|PF01047|PF01053|PF01068|PF01580|PF01636|PF01820|PF02245|PF02599|PF02623|PF02630|PF02664|PF03301|PF03466|PF05130|PF06013|PF06429|PF07478|PF07676|PF07690|PF08240|PF09295|PF10067|PF10140|PF10661|PF12698|PF13302|PF13649|PF14434|PF14449|PF16887|PF17118|PF20074|PF21686|PF22580|PF22638	2939494	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Rummeliibacillus	Rummeliibacillus sp. G93	0	IPR010310|IPR031682	2	⡧篣
3	WP_249774828.1:GCF_023515935.1:3	WP_249774828.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023515935.1	NZ_CP097314.1	M2M59_RS13395	2664690	2656334	8357	2566	2560	7	------+	PF14449	PF14449	IPR027797	G3DSA:1.25.40.10|SM00028|SSF48452|PTHR12558|PF09295|SM00028|SM00028|PS50005|Coil|G3DSA:2.120.10.30|PF07676|SSF69304|PTHR42776|PF07676|G3DSA:3.40.50.1820|SSF53474|PF00326|G3DSA:3.40.50.300|PTHR42855|cd03221|PS50893|SSF52540|NF000355|PF00005|SM00382|PS00211|Coil|mobidb-lite|mobidb-lite|Coil|SSF52540|G3DSA:3.40.50.300|cd03221|PS50893|PF00005|SM00382|PS00211|PF14449|PF14434|PS51257|PF17118|cd00540|PF02245|MF_00527|TIGR00567|NF002002|SSF50486|PTHR10429|G3DSA:3.10.300.10:FF:000001|G3DSA:3.10.300.10	PF09295|PF07676|PF07676|PF00326|PF00005|PF00005|PF14449|PF14434|PF17118|PF02245	IPR011990|IPR019734|IPR015374|IPR011042|IPR011659|IPR029058|IPR001375|IPR027417|IPR003439|IPR051309|IPR003593|IPR017871|IPR027797|IPR025674|IPR031343|IPR011034|IPR003180|IPR036995	576	PF00005|PF00107|PF00126|PF00155|PF00291|PF00300|PF00324|PF00326|PF00392|PF00440|PF00460|PF00563|PF00583|PF00669|PF00700|PF00903|PF00989|PF00990|PF01047|PF01053|PF01068|PF01580|PF01636|PF01820|PF02245|PF02599|PF02623|PF02630|PF02664|PF03301|PF03466|PF05130|PF06013|PF06429|PF07478|PF07676|PF07690|PF08240|PF09295|PF10067|PF10140|PF10661|PF12698|PF13302|PF13649|PF14434|PF14449|PF16887|PF17118|PF20074|PF21686|PF22580|PF22638	2939494	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Rummeliibacillus	Rummeliibacillus sp. G93	1	IPR011990|IPR019734|IPR015374|IPR011042|IPR011659|IPR029058|IPR001375|IPR027417|IPR003439|IPR051309|IPR003593|IPR017871|IPR027797|IPR025674|IPR031343|IPR011034|IPR003180|IPR036995	18	⻷䴷㰯⭃ⶬ熣ր欺ඐ좎ส䗰沶摫窐⬻಍邤
1	WP_249851015.1:GCF_023520855.1:1	WP_249851015.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023520855.1	NZ_CP026030.1	C2H91_RS00295	45902	41142	4761	61	55	7	+----++	PS51756|PTHR34976|PF04740|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PF01554|TIGR00797|PF01554|cd13138|PTHR43549|PIRSF006603|G3DSA:3.10.450.420|PF16800|PS51756|PTHR34976|PF04740|Coil|PF14449|mobidb-lite|mobidb-lite|PF01471|SSF47090|G3DSA:1.10.101.10|PF01476|SM00257|cd00118|PS51782|SSF54106|G3DSA:3.10.350.10|cd06583|PF01510|SM00644|SSF55846|PTHR30417|G3DSA:3.40.80.10	PF01554|PF01554|PF16800|PF04740|PF14449|PF01471|PF01476|PF01510	IPR002528|IPR052031|IPR048279|IPR053749|IPR031841|IPR006829|IPR051768|IPR027797|IPR002477|IPR036365|IPR036366|IPR018392|IPR036779|IPR002502|IPR051206|IPR036505	570	PF00176|PF00221|PF00232|PF00271|PF00324|PF00358|PF00367|PF00491|PF00501|PF00550|PF00582|PF00668|PF00892|PF00975|PF00984|PF01019|PF01037|PF01175|PF01263|PF01471|PF01476|PF01510|PF01554|PF01613|PF01832|PF01979|PF02018|PF02113|PF02378|PF02417|PF02638|PF02706|PF03720|PF03721|PF04434|PF04493|PF04616|PF04688|PF04740|PF04851|PF05593|PF06605|PF07098|PF08282|PF08757|PF09021|PF09234|PF09693|PF10014|PF10651|PF10881|PF10898|PF10960|PF11907|PF12419|PF13086|PF13087|PF13091|PF13193|PF13412|PF13561|PF13614|PF13789|PF13807|PF14176|PF14449|PF14815|PF16369|PF16800|PF16888|PF17279|PF17391|PF17392|PF18994|PF19567|PF20148|PF21311|PF24517	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	19	IPR002528|IPR052031|IPR048279|IPR053749|IPR031841|IPR006829|IPR051768|IPR027797|IPR002477|IPR036365|IPR036366|IPR018392|IPR036779|IPR002502|IPR051206|IPR036505	16	ਁ쭠벸툖粂ᫎ쩙沶ৎ踮踯䟹迌১젧躺
1	WP_249847890.1:GCF_023521275.1:1	WP_249847890.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023521275.1	NZ_CP026035.1	C2H96_RS12360	2419900	2416346	3555	2310	2304	7	++++++-	PS51756|PF04740|Coil|Coil|PF14449|PF15542	PF04740|PF14449|PF15542	IPR006829|IPR027797|IPR029100	PS51756|PF04740|Coil|Coil|PF14449|PF15542|PF17279|Coil|Coil|PF16888|G3DSA:1.20.5.2280|PF11907|SM00490|cd18799|PF00271|PS51194|G3DSA:3.40.50.300|SSF52540|PS51192|Coil|cd18032|PF04851|SM00487|PTHR47396|G3DSA:3.40.50.300|PF13091|SSF56024|cd09180|G3DSA:3.30.870.10	PF04740|PF14449|PF15542|PF17279|PF16888|PF11907|PF00271|PF04851|PF13091	IPR006829|IPR027797|IPR029100|IPR046318|IPR031681|IPR021835|IPR001650|IPR006935|IPR014001|IPR050742|IPR027417|IPR025202	534	PF00176|PF00221|PF00232|PF00239|PF00271|PF00358|PF00367|PF00393|PF00491|PF00582|PF00892|PF00984|PF01019|PF01037|PF01175|PF01471|PF01510|PF01613|PF01979|PF02378|PF02417|PF02481|PF02706|PF03446|PF03720|PF03721|PF04434|PF04493|PF04616|PF04740|PF04851|PF05076|PF05105|PF07508|PF08282|PF08757|PF09021|PF09234|PF09335|PF09346|PF09636|PF09693|PF10076|PF10881|PF11907|PF12419|PF13086|PF13087|PF13091|PF13181|PF13408|PF13412|PF13419|PF13424|PF13614|PF13789|PF13807|PF14040|PF14410|PF14449|PF14815|PF15542|PF15594|PF16369|PF16888|PF17279|PF17391|PF17392|PF18593|PF18801|PF18928|PF19567|PF23493|PF23494|PF24711	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	19	IPR006829|IPR027797|IPR029100|IPR046318|IPR031681|IPR021835|IPR001650|IPR006935|IPR014001|IPR050742|IPR027417|IPR025202	12	ᫎ沶燍딏篢啬ړᬸ㛒왗欺抓
3	WP_249848109.1:GCF_023521275.1:3	WP_249848109.1	PF14449.11	yqcG	LXG family T7SS effector endonuclease toxin YqcG	GCF_023521275.1	NZ_CP026035.1	C2H96_RS19530	3811377	3805830	5548	3697	3691	7	+-----+	PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|PF14410|mobidb-lite|mobidb-lite|mobidb-lite	PF04740|PF14449|PF14410	IPR006829|IPR051768|IPR027797|IPR026835	PF13419|PTHR43434|TIGR01549|SSF56784|G3DSA:3.40.50.1000|G3DSA:1.25.40.10|PF18801|Coil|SM00028|SSF48452|PTHR46630|SSF48452|SM00028|PF13424|Coil|PS50005|SM00028|SM00028|PS50005|PF13181|PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|PF14410|mobidb-lite|mobidb-lite|mobidb-lite|PF05076|PF15594|PF09346|SM00860|SSF160631|G3DSA:3.40.1580.10	PF13419|PF18801|PF13424|PF13181|PF04740|PF14449|PF14410|PF05076|PF15594|PF09346	IPR041492|IPR050155|IPR006439|IPR036412|IPR023214|IPR011990|IPR019734|IPR051476|IPR006829|IPR051768|IPR027797|IPR026835|IPR020941|IPR028957|IPR018958|IPR037883	531	PF00176|PF00221|PF00232|PF00239|PF00271|PF00358|PF00367|PF00393|PF00491|PF00582|PF00892|PF00984|PF01019|PF01037|PF01175|PF01471|PF01510|PF01613|PF01979|PF02378|PF02417|PF02481|PF02706|PF03446|PF03720|PF03721|PF04434|PF04493|PF04616|PF04740|PF04851|PF05076|PF05105|PF07508|PF08282|PF08757|PF09021|PF09234|PF09335|PF09346|PF09636|PF09693|PF10076|PF10881|PF11907|PF12419|PF13086|PF13087|PF13091|PF13181|PF13408|PF13412|PF13419|PF13424|PF13614|PF13789|PF13807|PF14040|PF14410|PF14449|PF14815|PF15542|PF15594|PF16369|PF16888|PF17279|PF17391|PF17392|PF18593|PF18801|PF18928|PF19567|PF23493|PF23494|PF24711	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	19	IPR041492|IPR050155|IPR006439|IPR036412|IPR023214|IPR011990|IPR019734|IPR051476|IPR006829|IPR051768|IPR027797|IPR026835|IPR020941|IPR028957|IPR018958|IPR037883	16	ꈵ쐌᥈蹝嫏⻷䴷줵ᫎ쩙沶棴凮焾䨯鐜
1	WP_249848109.1:GCF_023521615.1:1	WP_249848109.1	PF14449.11	yqcG	LXG family T7SS effector endonuclease toxin YqcG	GCF_023521615.1	NZ_CP026038.1	C2H97_RS00825	142514	136967	5548	162	156	7	-+++++-	PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|PF14410|mobidb-lite|mobidb-lite|mobidb-lite	PF04740|PF14449|PF14410	IPR006829|IPR051768|IPR027797|IPR026835	PF09346|SM00860|SSF160631|G3DSA:3.40.1580.10|PF15594|PF05076|PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|PF14410|mobidb-lite|mobidb-lite|mobidb-lite|G3DSA:1.25.40.10|PF18801|Coil|SM00028|SSF48452|PTHR46630|SSF48452|SM00028|PF13424|Coil|PS50005|SM00028|SM00028|PS50005|PF13181|PF13419|PTHR43434|TIGR01549|SSF56784|G3DSA:3.40.50.1000	PF09346|PF15594|PF05076|PF04740|PF14449|PF14410|PF18801|PF13424|PF13181|PF13419	IPR018958|IPR037883|IPR028957|IPR020941|IPR006829|IPR051768|IPR027797|IPR026835|IPR011990|IPR019734|IPR051476|IPR041492|IPR050155|IPR006439|IPR036412|IPR023214	531	PF00176|PF00221|PF00232|PF00239|PF00271|PF00358|PF00367|PF00393|PF00491|PF00582|PF00892|PF00984|PF01019|PF01037|PF01175|PF01471|PF01510|PF01613|PF01979|PF02378|PF02417|PF02481|PF02706|PF03446|PF03720|PF03721|PF04434|PF04493|PF04616|PF04740|PF04851|PF05076|PF05105|PF07508|PF08282|PF08757|PF09021|PF09234|PF09335|PF09346|PF09636|PF09693|PF10076|PF10881|PF11907|PF12419|PF13086|PF13087|PF13091|PF13181|PF13408|PF13412|PF13419|PF13424|PF13614|PF13789|PF13807|PF14040|PF14410|PF14449|PF14815|PF15542|PF15594|PF16369|PF16888|PF17279|PF17391|PF17392|PF18593|PF18801|PF18928|PF19567|PF23493|PF23494|PF24711	1415167	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	19	IPR018958|IPR037883|IPR028957|IPR020941|IPR006829|IPR051768|IPR027797|IPR026835|IPR011990|IPR019734|IPR051476|IPR041492|IPR050155|IPR006439|IPR036412|IPR023214	16	䨯鐜焾凮ᫎ쩙沶棴⻷䴷줵ꈵ쐌᥈蹝嫏
2	WP_283942616.1:GCF_023524005.1:2	WP_283942616.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023524005.1	NZ_CP034414.1	EI692_RS18485	3601766	3597046	4721	3593	3587	7	--+----	PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PS51198|PTHR11070|SSF52540|PF00580|G3DSA:3.40.50.300|cd17932|G3DSA:1.10.10.160|PF13361|G3DSA:3.40.50.300|PS51217|G3DSA:3.40.50.300|PF13361|PIRSF031853|PTHR30015|G3DSA:3.40.1350.10|PF04471|SSF52980|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|PTHR33154|PS50987|G3DSA:1.10.10.10|SSF46785|SM00418|cd00090|PF01022|PTHR43124|G3DSA:1.20.1250.20|PS50850|cd17324|SSF103473|PF07690	PF00580|PF13361|PF13361|PF04471|PF04740|PF14449|PF01022|PF07690	IPR014016|IPR000212|IPR027417|IPR013986|IPR014017|IPR016984|IPR052906|IPR011856|IPR007560|IPR011335|IPR006829|IPR051768|IPR027797|IPR001845|IPR051081|IPR036388|IPR036390|IPR011991|IPR050189|IPR036259|IPR020846|IPR011701	530	PF00005|PF00072|PF00180|PF00205|PF00375|PF00392|PF00535|PF00580|PF00664|PF00753|PF00892|PF00990|PF01022|PF01131|PF01270|PF01381|PF01566|PF01594|PF01751|PF01887|PF02311|PF02361|PF02518|PF02590|PF02775|PF02776|PF03170|PF03412|PF03480|PF04226|PF04471|PF04740|PF05147|PF07155|PF07690|PF07729|PF10096|PF10661|PF12558|PF12679|PF12787|PF12833|PF13175|PF13302|PF13361|PF13426|PF13520|PF13575|PF14116|PF14449|PF14689|PF14867|PF15636|PF17203|PF20257|PF20469|PF20714	561879	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	19	IPR014016|IPR000212|IPR027417|IPR013986|IPR014017|IPR016984|IPR052906|IPR011856|IPR007560|IPR011335|IPR006829|IPR051768|IPR027797|IPR001845|IPR051081|IPR036388|IPR036390|IPR011991|IPR050189|IPR036259|IPR020846|IPR011701	22	㛡õ欺㛃㛢䉹컋⹱ᶩⱨᫎ쩙沶ݖ잪蹅蹇⻸쐮跄冏ⷖ
4	WP_273543054.1:GCF_023525275.1:4	WP_273543054.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023525275.1	NZ_JAGSNB010000011.1	KDD79_RS15375	85622	77846	7777	97	91	7	-------	PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PTHR39083|G3DSA:2.60.120.260|PF03170|G3DSA:2.60.120.260|PF10661|PTHR47704|G3DSA:1.20.1740.10|PF13520|NF006377|G3DSA:3.40.50.970|PTHR42981|SSF52518|PF02776|cd07039|Coil|G3DSA:3.40.50.1220|SSF52467|PF00205|G3DSA:3.40.50.970|cd02014|SSF52518|PF02775|PS00187|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PF14112|PF18593	PF03170|PF10661|PF13520|PF02776|PF00205|PF02775|PF04740|PF14449|PF14112|PF18593	IPR018513|IPR034026|IPR053153|IPR002293|IPR047211|IPR029061|IPR012001|IPR047210|IPR029035|IPR012000|IPR047212|IPR011766|IPR000399|IPR006829|IPR051768|IPR027797|IPR025560|IPR041129	553	PF00005|PF00027|PF00126|PF00205|PF00232|PF00293|PF00324|PF00356|PF00358|PF00367|PF00392|PF00535|PF00990|PF01131|PF01270|PF01380|PF01381|PF01418|PF01467|PF01488|PF01515|PF01522|PF01566|PF01751|PF01926|PF01944|PF01966|PF01985|PF02342|PF02378|PF02567|PF02775|PF02776|PF03170|PF03446|PF03466|PF03480|PF03552|PF03737|PF04226|PF04525|PF04542|PF04545|PF04740|PF06778|PF06808|PF07238|PF07293|PF07661|PF07690|PF07702|PF08282|PF08501|PF08970|PF09130|PF09221|PF09346|PF09752|PF10004|PF10096|PF10661|PF11368|PF11738|PF12688|PF12787|PF12823|PF13181|PF13242|PF13302|PF13377|PF13420|PF13472|PF13520|PF13826|PF14112|PF14430|PF14434|PF14436|PF14449|PF15542|PF15600|PF16888|PF17074|PF17279|PF18317|PF18593|PF18801|PF19276|PF19395|PF21516|PF21948|PF24172	293387	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	19	IPR018513|IPR034026|IPR053153|IPR002293|IPR047211|IPR029061|IPR012001|IPR047210|IPR029035|IPR012000|IPR047212|IPR011766|IPR000399|IPR006829|IPR051768|IPR027797|IPR025560|IPR041129	18	䡲蔋쿂ख뢌熦⼂뢋熌⼁뢍⸗ưᫎ쩙沶揹ꃊ
1	WP_000142094.1:GCF_023545825.1:1	WP_000142094.1	PF14449.11	NA	antitoxin YezG family protein	GCF_023545825.1	NZ_JAMJIA010000001.1	M8433_RS00555	108147	103519	4629	112	106	7	------+	TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634	PF04634	IPR006728|IPR036170	PTHR34976|PF14449|G3DSA:3.40.570.10|mobidb-lite|mobidb-lite|PF13930|TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634|TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634|PS51257|G3DSA:3.10.450.560|PF14729|PF13273|PF01226|G3DSA:1.20.1080.10|PTHR30520	PF14449|PF13930|PF04634|PF04634|PF14729|PF13273|PF01226	IPR051768|IPR027797|IPR044929|IPR044927|IPR006728|IPR036170|IPR006728|IPR036170|IPR028075|IPR025273|IPR023271|IPR000292	162	PF00005|PF00294|PF01226|PF01580|PF02687|PF03767|PF04634|PF05525|PF06013|PF08817|PF10140|PF10661|PF12538|PF13273|PF13303|PF13412|PF13930|PF14449|PF14729|PF16887	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0	IPR051768|IPR027797|IPR044929|IPR044927|IPR006728|IPR036170|IPR006728|IPR036170|IPR028075|IPR025273|IPR023271|IPR000292	12	쩙沶꾢꾠ᩩ赫ᩩ赫淌拚嬈Ņ
1	WP_032876020.1:GCF_023573365.1:1	WP_032876020.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023573365.1	NZ_CP097595.1	M8958_RS07990	1715226	1710377	4850	1541	1535	7	-----++	PS51756|PF04740|PTHR34976|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PTHR36436|G3DSA:2.30.320.10|SSF103032|PF09234|Coil|PF17279|Coil|PS51756|PF04740|PTHR34976|Coil|Coil|PF14449|Coil|PF17820|SSF50156|SM00228|G3DSA:2.30.42.10|PF17423	PF09234|PF17279|PF04740|PF14449|PF17820|PF17423	IPR035948|IPR015315|IPR046318|IPR006829|IPR051768|IPR027797|IPR041489|IPR001478|IPR036034|IPR035388	578	PF00005|PF00176|PF00271|PF00455|PF00472|PF00984|PF01043|PF01471|PF02588|PF02687|PF02706|PF02810|PF03462|PF03572|PF03720|PF03721|PF04434|PF04740|PF07516|PF07517|PF08220|PF08282|PF09234|PF10035|PF12419|PF13180|PF13229|PF13442|PF13614|PF14449|PF17279|PF17423|PF17820|PF18075|PF19567|PF21090|PF22694	492670	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	19	IPR035948|IPR015315|IPR046318|IPR006829|IPR051768|IPR027797|IPR041489|IPR001478|IPR036034|IPR035388	10	貍㯴딏ᫎ쩙沶ꈲק賣詝
1	WP_032876020.1:GCF_023573525.1:1	WP_032876020.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023573525.1	NZ_CP097603.1	M8967_RS16880	3425476	3421450	4027	3213	3207	7	-------	PS51756|PF04740|PTHR34976|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	PTHR36436|G3DSA:2.30.320.10|SSF103032|PF09234|Coil|PF17279|Coil|PS51756|PF04740|PTHR34976|Coil|Coil|PF14449|Coil|PF10764|PF10112|Coil	PF09234|PF17279|PF04740|PF14449|PF10764|PF10112	IPR035948|IPR015315|IPR046318|IPR006829|IPR051768|IPR027797|IPR019700|IPR018770	578	PF00176|PF00271|PF00455|PF00984|PF01276|PF02223|PF02706|PF03711|PF03720|PF03721|PF03885|PF04434|PF04468|PF04740|PF05175|PF05816|PF06153|PF06156|PF08220|PF08282|PF09115|PF09234|PF10112|PF10764|PF12419|PF13177|PF13614|PF14449|PF17279|PF19567	492670	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	19	IPR035948|IPR015315|IPR046318|IPR006829|IPR051768|IPR027797|IPR019700|IPR018770	8	貍㯴딏ᫎ쩙沶䴕䥳
1	WP_250345515.1:GCF_023614095.1:1	WP_250345515.1	PF14449.11	NA	RHS repeat-associated core domain-containing protein	GCF_023614095.1	NZ_JAKIVK010000019.1	L2089_RS23695	53420	41353	12068	36	30	7	+++++++	PTHR32305|mobidb-lite|PF20148|PF05593|TIGR01643|G3DSA:2.180.10.10|TIGR01643|PF05593|PF05593|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|TIGR01643|PF05593|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|TIGR01643|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|TIGR01643|TIGR03696|PF14449	PF20148|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF14449	IPR050708|IPR045351|IPR006530|IPR031325|IPR022385|IPR027797	mobidb-lite|G3DSA:2.180.10.10|mobidb-lite|PTHR32305|TIGR03696|PF14449|PF10004|PTHR32305|mobidb-lite|PF20148|PF05593|TIGR01643|G3DSA:2.180.10.10|TIGR01643|PF05593|PF05593|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|TIGR01643|PF05593|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|TIGR01643|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|TIGR01643|TIGR03696|PF14449|PF05593|G3DSA:2.60.120.260|Coil	PF14449|PF10004|PF20148|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF14449|PF05593	IPR050708|IPR022385|IPR027797|IPR016630|IPR050708|IPR045351|IPR006530|IPR031325|IPR022385|IPR027797|IPR031325	2709	PF00005|PF00291|PF00455|PF00497|PF00528|PF00551|PF00585|PF00586|PF01071|PF01156|PF01808|PF02142|PF02700|PF02769|PF02843|PF02844|PF05593|PF08220|PF10004|PF13507|PF13522|PF14449|PF15586|PF18072|PF20148	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	41	IPR050708|IPR022385|IPR027797|IPR016630|IPR050708|IPR045351|IPR006530|IPR031325|IPR022385|IPR027797|IPR031325	11	옵垒沶䄗옵녈ᦣ穾垒沶穾
